Vendor,Library,No,ID,Formula,MW,Smile,Conc_mM,Solvent,Plate_ID,Plate_well
Enamine,UC-204426,121,Z439702774,C11H14FN3O,223.247,Fc1ccc(NC(=O)NC2CCNC2)cc1,100,DMSO,1233977-Y25-04,I10
Enamine,UC-204426,122,Z600383702,C10H12N4,188.229,Nc1ccn(CCc2ccncc2)n1,100,DMSO,1233977-Y25-04,J10
Enamine,UC-204426,123,Z1509257513,C10H14N2OS,210.296,CNC(=O)C1CCCc2sc(C)nc12,100,DMSO,1233977-Y25-04,K10
Enamine,UC-204426,124,Z275170058,C8H15N3,153.225,CCn1nc(C)c(CN)c1C,100,DMSO,1233977-Y25-04,L10
Enamine,UC-204426,125,Z1137168233,C11H11N3,185.225,Cc1cnc(N)nc1c2ccccc2,100,DMSO,1233977-Y25-04,M10
Enamine,UC-204426,126,Z1079131098,C9H15N3O,181.235,Cn1nc(cc1N)C2CCCOC2,100,DMSO,1233977-Y25-04,N10
Enamine,UC-204426,127,Z425796084,C11H13NO3,207.226,OCCOc1ccc2NC(=O)CCc2c1,100,DMSO,1233977-Y25-04,O10
Enamine,UC-204426,128,Z733975856,C11H20N4,208.303,Cc1nn(C)c(C)c1CN2CCNCC2,100,DMSO,1233977-Y25-04,P10
Enamine,UC-204426,129,Z1138834362,C10H17N3,179.262,Cc1nn(C)c(C)c1C2CCCN2,100,DMSO,1233977-Y25-04,A11
Enamine,UC-204426,130,Z1255379456,C12H15NO,189.254,O=C1NCCCC1Cc2ccccc2,100,DMSO,1233977-Y25-04,B11
Enamine,UC-204426,131,Z1205495850,C8H14O2,142.196,CC1CCCC1(C)C(=O)O,100,DMSO,1233977-Y25-04,C11
Enamine,UC-204426,132,Z825723190,C9H8FN3,177.178,Nc1ccnn1c2cccc(F)c2,100,DMSO,1233977-Y25-04,D11
Enamine,UC-204426,133,Z2235681443,C7H15ClFNO,147.191,Cl.NCC1(CF)CCOCC1,100,DMSO,1233977-Y25-04,E11
Enamine,UC-204426,134,Z1198176601,C10H12O,148.202,OCC1Cc2ccccc2C1,100,DMSO,1233977-Y25-04,F11
Enamine,UC-204426,135,Z934132426,C6H12F2N2,150.17,NC1CCN(CC(F)F)C1,100,DMSO,1233977-Y25-04,G11
Enamine,UC-204426,136,Z1625096647,C12H14N4,214.266,NC1CCc2nnc(c3ccccc3)n2C1,100,DMSO,1233977-Y25-04,H11
Enamine,UC-204426,137,Z1192341401,C10H14N2O,178.231,NC1CCOC(C1)c2ccncc2,100,DMSO,1233977-Y25-04,I11
Enamine,UC-204426,138,Z68351326,C12H15NO2,205.253,OC1CCCN(C1)C(=O)c2ccccc2,100,DMSO,1233977-Y25-04,J11
Enamine,UC-204426,139,Z608352698,C5H7F2N3,147.126,Nc1ccn(CC(F)F)n1,100,DMSO,1233977-Y25-04,K11
Enamine,UC-204426,140,Z1082510666,C10H12N2O3,208.214,CC1N(CCNC1=O)C(=O)c2ccco2,100,DMSO,1233977-Y25-04,L11
Enamine,UC-204426,141,Z1813144098,C7H12O3,144.168,CCOC1CC(C1)C(=O)O,100,DMSO,1233977-Y25-04,M11
Enamine,UC-204426,142,Z1222424326,C6H4F3N3O,191.111,NC(=O)c1cnc(nc1)C(F)(F)F,100,DMSO,1233977-Y25-04,N11
Enamine,UC-204426,143,Z1020742652,C11H22N2,182.306,NC1CCC(CC1)N2CCCCC2,100,DMSO,1233977-Y25-04,O11
